Question,Equation,answer
"어느 축구 대회에 10개 팀이 참가하였다. 이 대회에서 1등, 2등, 3등을 뽑아 상을 주려고 할 때, 상을 받는 모든 경우의 수를 구하여라.",math.factorial( 10 ) / math.factorial( 10 - 3 ),720
"어느 축구 대회에 10개 팀이 참가하였는데, 이 대회에서 1등, 2등, 3등을 뽑아 상을 주려고 한다. 상을 받는 모든 경우의 수를 구하여라.",math.factorial( 10 ) / math.factorial( 10 - 3 ),720
"어느 축구 대회에 1등, 2등, 3등을 뽑아 상을 주려고 한다. 10개 팀이 참가하였을 때, 상을 받는 모든 경우의 수를 구하여라.",math.factorial( 10 ) / math.factorial( 10 - 3 ),720
"어느 축구 대회에 1등, 2등, 3등을 뽑아 상을 주려고 하는데, 10개 팀이 참가하였다고 한다. 상을 받는 모든 경우의 수를 구하여라.",math.factorial( 10 ) / math.factorial( 10 - 3 ),720
"어느 축구 대회에 1등, 2등, 3등을 뽑아 상을 주려고 한다. 이 대회에 10개 팀이 참가하였다고 한다. 상을 받는 모든 경우의 수를 구하여라.",math.factorial( 10 ) / math.factorial( 10 - 3 ),720
" A, B, C, D의 네 팀이 축구 시합을 한다. 어느 팀과도 한 번씩 시합을 한다고 할 때, 모두 몇 번의 시합이 있겠는가?","math.comb( 4 , 2 )",6
" A, B, C, D의 네 팀이 축구 시합을 하는데, 어느 팀과도 한 번씩 시합을 한다고 할 때, 모두 몇 번의 시합이 있겠는가?","math.comb( 4 , 2 )",6
" A, B, C, D의 네 팀이 축구 시합을 하는데, 어느 팀과도 한 번씩 시합을 한다고 한다. 모두 몇 번의 시합이 있겠는가?","math.comb( 4 , 2 )",6
"축구시합에서 어느 팀과도 한 번씩 시합을 한다고 한다. A, B, C, D의 네 팀이 시합을 한다고 할 때, 모두 몇 번의 시합이 있겠는가?","math.comb( 4 , 2 )",6
"축구시합에서 어느 팀과도 한 번씩 시합을 한다고 할 때,  A, B, C, D의 네 팀이 참가했다. 모두 몇 번의 시합이 있겠는가?","math.comb( 4 , 2 )",6
83명의 테니스 선수 중 79명을 뽑아 만들 수 있는 조의 개수는?,"math.comb( 83 , 79 )",1837620
83명의 테니스 선수가 있다. 이 중 79명을 뽑아 만들 수 있는 조의 개수는?,"math.comb( 83 , 79 )",1837620
테니스 선수 중 79명을 뽑아 조를 만들려고 한다. 83명의 테니스 선수가 있다. 조의 개수는?,"math.comb( 83 , 79 )",1837620
"테니스 선수 중 79명을 뽑아 조를 만들려고 한다. 83명의 테니스 선수가 있다고 할 때, 만들어지는 조의 개수는?","math.comb( 83 , 79 )",1837620
"테니스 선수 중 79명을 뽑아 조를 만들려고 하는데, 83명의 테니스 선수가 있다고한다. 이 때 만들어지는 조의 개수는?","math.comb( 83 , 79 )",1837620
"윤기네 학교에서 학생회장과 부회장을 선출하려고 하는데 민영, 은지, 호석, 정국 네 명의 후보가 나왔다. 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12
"윤기네 학교에서 학생회장과 부회장을 선출하려고 한다. 민영, 은지, 호석, 정국 네 명의 후보가 나왔다. 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12
"윤기네 학교에서 민영, 은지, 호석, 정국 네 명의 학생회 후보가 나왔다. 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12
"윤기네 학교에서 민영, 은지, 호석, 정국 네 명의 학생회 후보가 나왔는데, 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12
"윤기네 학교에서 네 명의 학생회 후보가 나왔는데, 이 중에서 회장 1명, 부회장 1명을 뽑는 경우의 수는?",math.factorial( 4 ) / math.factorial( 2 ),12
"0, 1, 2, 3, ... , 9의 숫자가 각각 적힌 10장의 카드에서 2장을 뽑아 두 자리의 정수를 만들 때, 만들 수 있는 수의 경우의 수는?",( math.factorial( 10 ) - math.factorial( 10 - 1 ) ) / math.factorial( 10 - 2 ),81
"0, 1, 2, 3, ... , 9의 숫자가 각각 적힌 10장의 카드가 있다. 여기에서 2장을 뽑아 두 자리의 정수를 만들려고 한다. 만들 수 있는 수의 경우의 수는?",( math.factorial( 10 ) - math.factorial( 10 - 1 ) ) / math.factorial( 10 - 2 ),81
"카드에서 2장을 뽑아 두 자리의 정수를 만들려고 한다. 0, 1, 2, 3, ... , 9의 숫자가 각각 적힌 10장의 카드가 있다. 만들 수 있는 수의 경우의 수는?",( math.factorial( 10 ) - math.factorial( 10 - 1 ) ) / math.factorial( 10 - 2 ),81
"카드에서 2장을 뽑아 두 자리의 정수를 만들려고 한다. 0, 1, 2, 3, ... , 9의 숫자가 각각 적힌 10장의 카드가 있다고 할때, 만들 수 있는 수의 경우의 수는?",( math.factorial( 10 ) - math.factorial( 10 - 1 ) ) / math.factorial( 10 - 2 ),81
"카드에서 2장을 뽑아 두 자리의 정수를 만들려고 하는데, 0, 1, 2, 3, ... , 9의 숫자가 각각 적힌 10장의 카드가 있다고 한다. 만들 수 있는 수의 경우의 수는?",( math.factorial( 10 ) - math.factorial( 10 - 1 ) ) / math.factorial( 10 - 2 ),81
"1에서 84까지 숫자가 각각 적힌 카드 84장 중에서 한 장의 카드를 뽑을 때, 68의 배수가 나오는 경우의 수를 구하여라.",84 // 68,1
"1에서 84까지 숫자가 각각 적힌 카드뭉치가 있다. 이 중에서 한 장의 카드를 뽑을 때, 68의 배수가 나오는 경우의 수를 구하여라.",84 // 68,1
1에서 84까지 숫자가 각각 적힌 카드 84장 중에서 한 장의 카드를 뽑으려고 한다. 68의 배수가 나오는 경우의 수를 구하여라.,84 // 68,1
"카드를 한 장 뽑아 68의 배수가 나오는 경우의 수를 구하려고 한다. 84장의 카드가 1에서 84까지 숫자가 적혀있다고 할 때, 경우의 수는?",84 // 68,1
"카드를 한 장 뽑아 68의 배수가 나오는 경우의 수를 구하려고 할 때, 84장의 카드가 1에서 84까지 숫자가 적혀있다고 한다. 경우의 수는?",84 // 68,1
"사과, 복숭아, 배, 참외 중에서 두 가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6
"과일이 사과, 복숭아, 배, 참외가 있습니다. 이 중에서 두 가지의 과일을 골라서 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6
"과일 중에서 두 가지의 과일을 골라사려고 합니다. 과일이 사과, 복숭아, 배, 참외가 있습니다. 골라 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6
"과일 중에서 두 가지의 과일을 골라사려고 합니다. 과일이 사과, 복숭아, 배, 참외가 있다고 할 때, 골라 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6
"과일 중에서 두 가지의 과일을 골라사려 하는데, 과일이 사과, 복숭아, 배, 참외가 있다고 합니다. 골라 사는 경우는 모두 몇 가지입니까?","math.comb( 4 , 2 )",6
"4개의 숫자, 7, 2, 5, 9를 한 번씩만 사용하여 네 자리수를 만들려고 합니다. 만들 수 있는 네 자리 수는 모두 몇 개입니까?",math.factorial( 4 ),24
"주어진 숫자를 이용해 네 자리수를 만들려고 합니다. 4개의 숫자, 7, 2, 5, 9를 한 번씩만 사용하여 만들 수 있는 네 자리 수는 모두 몇 개입니까?",math.factorial( 4 ),24
"4개의 숫자, 7, 2, 5, 9를 한 번씩만 사용하여 네 자리수를 만들려고 할 때, 만들 수 있는 네 자리 수는 모두 몇 개입니까?",math.factorial( 4 ),24
"주어진 숫자를 이용해 네 자리수를 만들려고 하는데, 4개의 숫자, 7, 2, 5, 9를 한 번씩만 사용하여 만든다고 합니다. 만들어지는 네 자리 수는 모두 몇 개입니까?",math.factorial( 4 ),24
"4개의 숫자, 7, 2, 5, 9를 한 번씩만 사용해 만들어지는 네 자리 수는 모두 몇 개입니까?",math.factorial( 4 ),24
"소설, 수필, 시집 중에서 두 가지만을 사려고 한다. 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3
"서점에 소설, 수필, 시집이 있다. 이 중에서 두 가지만을 사려고 한다. 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3
"소설, 수필, 시집 중에서 두 가지만을 사려고 할 때, 선택하는 방법의 수는?","math.comb( 3 , 2 )",3
"서점에 두 종류의 책을 사려고 한다. 종류가 소설, 수필, 시집이 있다고 할 때, 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3
"서점에 두 종류의 책을 사려고 하는데, 종류가 소설, 수필, 시집이 있다고 한다. 두 가지를 선택하는 방법의 수는?","math.comb( 3 , 2 )",3
"똑같은 볼펜 96자루를 석진, 유정 두 사람이 나누어 갖는 방법은 모두 몇 가지인가?(단, A, B 두 사람은 적어도 한 자루의 볼펜을 갖는다.)","math.comb( 96 - 1 , 1 )",95
"똑같은 볼펜 96자루가 있다. 이 볼펜들을 석진, 유정 두 사람이 나누어 갖는 방법은 모두 몇 가지인가?(단, A, B 두 사람은 적어도 한 자루의 볼펜을 갖는다.)","math.comb( 96 - 1 , 1 )",95
"똑같은 볼펜 96자루를 석진, 유정 두 사람이 나누어 갖는 방법은 모두 몇 가지인가?(단, A, B 두 사람은 적어도 한 자루의 볼펜을 갖는다.)","math.comb( 96 - 1 , 1 )",95
"석진, 유정 두 사람이 똑같은 볼펜 96자루를 나누어 갖는 방법은 모두 몇 가지인가?(단, A, B 두 사람은 적어도 한 자루의 볼펜을 갖는다.)","math.comb( 96 - 1 , 1 )",95
"석진, 유정 두 사람이 있다. 똑같은 볼펜 96자루를 나누어 가지려고 할 때, 방법은 모두 몇 가지인가?(단, A, B 두 사람은 적어도 한 자루의 볼펜을 갖는다.)","math.comb( 96 - 1 , 1 )",95
사과 89개를 서로 다른 두 마리 원숭이에게 나누어 주려고 합니다. 원숭이는 적어도 사과 1개는 받습니다. 사과를나누어 주는 방법은 모두 몇 가지 입니까?,"math.comb( 89 - 1 , 1 )",88
"사과 89개를 서로 다른 두 마리 원숭이에게 나누어 주려고 할 때, 원숭이는 적어도 사과 1개는 받는다고 합니다. 사과를나누어 주는 방법은 모두 몇 가지 입니까?","math.comb( 89 - 1 , 1 )",88
"사과 89개를 서로 다른 두 마리 원숭이에게 나누어 주려고 합니다. 원숭이는 적어도 사과 1개는 받는다고 할 때, 사과를나누어 주는 방법은 모두 몇 가지 입니까?","math.comb( 89 - 1 , 1 )",88
"원숭이 두 마리에게 사과를 나누어 주려고 합니다. 사과 89개가 있고, 원숭이는 적어도 사과 1개는 받는다고 할 때, 사과를나누어 주는 방법은 모두 몇 가지 입니까?","math.comb( 89 - 1 , 1 )",88
"원숭이 두 마리에게 사과를 나누어 주려고 합니다. 원숭이는 적어도 사과 1개는 받고, 사과가 89개 있다고 할 때, 사과를나누어 주는 방법은 모두 몇 가지 입니까?","math.comb( 89 - 1 , 1 )",88
"남준, 민영, 은지, 유나, 석진 5명을 한 줄로 세울 때, 유나가 맨 뒤에 서는 경우의 수는?",math.factorial( 5 - 1 ),24
"남준, 민영, 은지, 유나, 석진 5명의 학생이 있습니다. 이들을 한 줄로 세울 때, 유나가 맨 뒤에 서는 경우의 수는?",math.factorial( 5 - 1 ),24
"남준, 민영, 은지, 유나, 석진 5명을 한 줄로 세우려고 합니다. 유나가 맨 뒤에 서는 경우의 수는?",math.factorial( 5 - 1 ),24
"유나를 포함한 5명을 한 줄로 세우려고 할 때, 유나가 맨 뒤에 서는 경우의 수는?",math.factorial( 5 - 1 ),24
"남준, 민영, 은지, 유나, 석진 5명을 한 줄로 세우려고 합니다. 유나가 앞 앞에 서는 경우의 수는?",math.factorial( 5 - 1 ),24
66개의 전구에 불을 켜서 신호를 보낸다면 이 전구들로 신호를 나타낼 수 있는 방법은 몇 가지인가?,2 ** 66,7.38E+19
66개의 전구에 불을 켜서 신호를 보내려고 합니다. 이 전구들로 신호를 나타낼 수 있는 방법은 몇 가지인가?,2 ** 66,7.38E+19
전구에 불을 켜서 신호를 보내려고 합니다. 66개의 전구들로 신호를 나타낼 수 있는 방법은 몇 가지인가?,2 ** 66,7.38E+19
"전구에 불을 켜서 신호를 보내려고 할 때, 66개의 전구들로 신호를 나타낼 수 있는 방법은 몇 가지인가?",2 ** 66,7.38E+19
"전구에 불을 켜서 신호를 보내려고 하는데, 전구가 66개 있다고 합니다. 신호를 나타낼 수 있는 방법은 몇 가지인가?",2 ** 66,7.38E+19
"5개의 문자 A, B, C, D, E에서 3개를 뽑아 일렬로 세울 때, B가 빠지는 경우는 모두 몇 가지인가?","math.comb( 5 - 1 , 3 ) * math.factorial( 3 )",24
"5개의 문자 A, B, C, D, E에서 3개를 뽑아 일렬로 세우려고 합니다. B가 빠지는 경우는 모두 몇 가지인가?","math.comb( 5 - 1 , 3 ) * math.factorial( 3 )",24
"5개의 문자 A, B, C, D, E가 있습니다. 이 중에서 3개를 뽑아 일렬로 세울 때, B가 빠지는 경우는 모두 몇 가지인가?","math.comb( 5 - 1 , 3 ) * math.factorial( 3 )",24
"5개의 문자 A, B, C, D, E가 있습니다. 이 중에서 3개를 뽑아 일렬로 세우려고 합니다. B가 빠지는 경우는 모두 몇 가지인가?","math.comb( 5 - 1 , 3 ) * math.factorial( 3 )",24
"5개의 문자 중 3개를 뽑아 일렬로 세우려고 합니다. 문자는 A, B, C, D, E가 있을 때, B가 빠지는 경우는 모두 몇 가지인가?","math.comb( 5 - 1 , 3 ) * math.factorial( 3 )",24
"어느 인터넷 쇼핑몰에서 94가지 물품 중 87가지를 준다고 한다. 물품 중 87가지를 선택할 때, 선택할 수 있는 경우의 수는?","math.comb( 94 , 87 )",10235867928
어느 인터넷 쇼핑몰에서 94가지 물품 중 87가지를 준다고 한다. 물품 중 87가지를 선택하려고 한다. 선택할 수 있는 경우의 수는?,"math.comb( 94 , 87 )",10235867928
"어느 인터넷 쇼핑몰에서 94가지 물품 중 87가지를 선택하려고 할 때, 선택할 수 있는 경우의 수는?","math.comb( 94 , 87 )",10235867928
"어느 인터넷 쇼핑몰에서 87가지의 물품을 준다고 한다. 물품이 총 94가지 있다고 할 때, 선택할 수 있는 경우의 수는?","math.comb( 94 , 87 )",10235867928
"어느 인터넷 쇼핑몰에서 87가지의 물품을 주는데, 물품이 총 94가지 있다고 한다. 선택할 수 있는 경우의 수는?","math.comb( 94 , 87 )",10235867928
"윤기가 교내 텃밭을 가꾸는데 감자, 고구마, 고추, 상추, 토마토, 가지 중에서 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"윤기가 교내 텃밭을 감자, 고구마, 고추, 상추, 토마토, 가지를 이용해 가꾸려고 한다. 이 중 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
윤기가 교내 텃밭을 6개의 씨앗 중 세 가지를 선택하여 심으려고 한다. 윤기가 선택할 수 있는 경우의 수는?,"math.comb( 6 , 3 )",20
"윤기가 교내 텃밭을 6개의 씨앗 중 세 가지를 선택하여 심으려고 할 때, 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"윤기가 6개의 씨앗을 가지고 있다. 교내 텃밭에 이 중 세 가지를 선택하여 심으려고 할 때, 윤기가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"사과, 배, 귤, 밤, 대추가 각각 한 개씩 있다. 두 사람에게 한 개씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20
"사과, 배, 귤, 밤, 대추가 각각 한 개씩 있을 때, 두 사람에게 한 개씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20
"두 사람에게 사과, 배, 귤, 밤, 대추를 한 종류씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20
"두 사람에게 과일을 한 종류씩 나누어 주려고 한다. 사과, 배, 귤, 밤, 대추가 있다고 할 때, 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20
"두 사람에게 과일을 한 종류씩 나누어 주려고 하는데, 과일이 사과, 배, 귤, 밤, 대추가 있다고 한다. 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 1 ) * math.comb( 4 , 1 )",20
"사과, 배, 귤, 밤, 대추가 각각 한 개씩 있다. 두 사람에게 두 개씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30
"사과, 배, 귤, 밤, 대추가 각각 한 개씩 있다고 할 때, 두 사람에게 두 개씩 나누어 주는 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30
"두 사람에게 과일을 두 종류 씩 나누어 주려고 한다. 과일이 사과, 배, 귤, 밤, 대추가 있다고 한다. 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30
"두 사람에게 과일을 두 종류 씩 나누어 주려고하는데, 과일이 사과, 배, 귤, 밤, 대추가 있다고 한다. 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30
"두 사람에게 과일을 두 종류 씩 나누어 주려고 한다. 과일이 사과, 배, 귤, 밤, 대추가 있다고 할 때, 방법은 모두 몇 가지인가?","math.comb( 5 , 2 ) * math.comb( 3 , 2 )",30
"87개의 사과를 두 개의 같은 바구니에 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 한 개씩은 넣는다.)",( 87 - 1 ),86
"87개의 사과가 있다. 이 사과들을 두 개의 같은 바구니에 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 한 개씩은 넣는다.)",( 87 - 1 ),86
"두 개의 같은 바구니에 87개의 사과를 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 한 개씩은 넣는다.)",( 87 - 1 ),86
"두 개의 같은 바구니에 사과를 나누어 담으려고 한다. 87개의 사과를 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 한 개씩은 넣는다.)",( 87 - 1 ),86
"두 개의 같은 바구니에 사과를 나누어 담으려고 할 때, 사과가 총 87개가 있다고 한다. 나누어 담는 방법의 수를 구하여라.(단, 적어도 각 바구니에 한 개씩은 넣는다.)",( 87 - 1 ),86
" A, B, C, D, E의 다섯 팀이 서로 한 번씩 시합을 가지려면 모두 몇 번의 시합을 해야 하는가?","math.comb( 5 , 2 )",10
" A, B, C, D, E의 다섯 팀이 있다. 서로 한 번씩 시합을 가지려면 모두 몇 번의 시합을 해야 하는가?","math.comb( 5 , 2 )",10
" A, B, C, D, E의 다섯 팀이 서로 한 번씩 시합을 가지려고 한다. 모두 몇 번의 시합을 해야 하는가?","math.comb( 5 , 2 )",10
"다섯 팀이 서로 한 번씩 시합을 가질 때, 모두 몇 번의 시합을 해야 하는가?","math.comb( 5 , 2 )",10
"어떤 대회에서 팀들이 서로 한 번씩 시합을 가지려고 한다. 다섯 팀이 참가했을 때, 모두 몇 번의 시합을 해야 하는가?","math.comb( 5 , 2 )",10
"유나네 교내 텃밭을 가꾸는데 감자, 고구마, 고추, 상추, 토마토, 가지 중에서 세 가지를 선택하여 심으려고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"유나네 교내 텃밭을 감자, 고구마, 고추, 상추, 토마토, 가지 이용하여 가꾸려고 한다. 이 중에서 세 가지를 선택하여 심으려고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"유나네 교내 텃밭에 세 가지를 심으려고 한다. 감자, 고구마, 고추, 상추, 토마토, 가지가 있을 때, 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 한다. 작물의 종류는 감자, 고구마, 고추, 상추, 토마토, 가지가 있다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
"유나네 교내 텃밭에 세 가지의 작물을 심으려고 하는데, 작물의 종류는 감자, 고구마, 고추, 상추, 토마토, 가지가 있다고 한다. 유나가 선택할 수 있는 경우의 수는?","math.comb( 6 , 3 )",20
4개의 농구팀이 있다. 각 팀과 한 번씩 경기를 갖는 다면 시합은 몇 번 해야 하는가?,"math.comb( 4 , 2 )",6
"4개의 농구팀이 있는데, 각 팀과 한 번씩 경기를 갖는 다면 시합은 몇 번 해야 하는가?","math.comb( 4 , 2 )",6
"농구 경기에서 4개의 농구팀이 참여했다. 각 팀과 한 번씩 경기를 갖는 다면, 시합은 몇 번 해야 하는가?","math.comb( 4 , 2 )",6
"농구 경기에서 각 팀과 한 번씩 경기를 갖는다고 한다. 4개의 농구팀이 참여했다면, 시합은 몇 번 해야 하는가?","math.comb( 4 , 2 )",6
"농구 경기에서 각 팀과 한 번씩 경기를 갖는다고 할 때, 4개의 농구팀이 참여했다면, 시합은 몇 번 해야 하는가?","math.comb( 4 , 2 )",6
어떤 모임의 회원은 모두 6명이다. 각각의 회원이 다른 회원들과 한 번씩만 악수를 한다면 악수를 하는 횟수는?,"math.comb( 6 , 2 )",15
어떤 모임의 회원은 모두 6명이고 각각의 회원이 다른 회원들과 한 번씩만 악수를 한다면 악수를 하는 횟수는?,"math.comb( 6 , 2 )",15
어떤 모임의 각각의 회원이 다른 회원들과 한 번씩만 악수를 한려고 한다. 회원은 모두 6명이다. 악수를 하는 횟수는?,"math.comb( 6 , 2 )",15
"어떤 모임의 각각의 회원이 다른 회원들과 한 번씩만 악수를 한려고 할 때, 회원은 모두 6명이라고 한다. 악수를 하는 횟수는?","math.comb( 6 , 2 )",15
"어떤 모임의 각각의 회원이 다른 회원들과 한 번씩만 악수를 한려고 한다. 회원은 모두 6명일 때, 악수를 하는 횟수는?","math.comb( 6 , 2 )",15
"어느 인터넷 쇼핑몰에서 10만원 이상을 구입한 고객에게 사은품으로 6가지 물품 중 2가지를 준다고 한다. 물품 중 2가지를 선택할 때, 선택할 수 있는 경우의 수는?","math.comb( 6 , 2 )",15
어느 인터넷 쇼핑몰에서 10만원 이상을 구입한 고객에게 사은품으로 6가지 물품 중 2가지를 선택할 수 있게 해준다. 고객이 선택할 수 있는 경우의 수는?,"math.comb( 6 , 2 )",15
"어느 인터넷 쇼핑몰에서 10만원 이상을 구입한 고객에게 사은품으로 물품 2가지를 증정한다. 6가지 물품이 있다고 할 때, 고객이 선택할 수 있는 경우의 수는?","math.comb( 6 , 2 )",15
"어느 인터넷 쇼핑몰에서 10만원 이상을 구입한 고객에게 사은품으로 물품 2가지를 증정하는데, 6가지 물품이 있다고 할 때, 고객이 선택할 수 있는 경우의 수는?","math.comb( 6 , 2 )",15
"어느 인터넷 쇼핑몰에서 10만원 이상을 구입한 고객에게 사은품으로 물품 2가지를 증정하는데, 6가지 물품이 있다고 한다. 이때 고객이 선택할 수 있는 경우의 수는?","math.comb( 6 , 2 )",15
"빨강, 주황, 노랑, 초록, 파랑의 5가지 색 중에서 3가지의 색을 뽑는 경우의 수는?","math.comb( 5 , 3 )",10
"빨강, 주황, 노랑, 초록, 파랑의 5가지 색이 있다. 이 중 3가지의 색을 뽑는 경우의 수는?","math.comb( 5 , 3 )",10
"주어진 색 중에서 3가지 색을 뽑으려고 한다. 빨강, 주황, 노랑, 초록, 파랑의 5가지 색이 있다. 색을 뽑는 경우의 수는?","math.comb( 5 , 3 )",10
"주어진 색 중에서 3가지 색을 뽑으려고 할 때, 빨강, 주황, 노랑, 초록, 파랑의 5가지 색이 주어졌다고 하자. 색을 뽑는 경우의 수는?","math.comb( 5 , 3 )",10
"주어진 색 중에서 3가지 색을 뽑으려고 한다. 5가지 색이 주어질 때, 색을 뽑는 경우의 수는?","math.comb( 5 , 3 )",10
"서로 다른 88권의 공책이 있다. 그 중에서 87권의 공책을 사려고 할 때, 살 수 있는 방법의 수를 구하여라.","math.comb( 88 , 87 )",88
"서로 다른 88권의 공책이 있을 때,  87권의 공책을 사려고 한다. 살 수 있는 방법의 수를 구하여라.","math.comb( 88 , 87 )",88
서로 다른 88권의 공책이 있다. 그 중에서 87권의 공책을 사려고 한다. 살 수 있는 방법의 수를 구하여라.,"math.comb( 88 , 87 )",88
87권의 공책을 사려고 한다. 서로 다른 88권의 공책이 있다. 살 수 있는 방법의 수를 구하여라.,"math.comb( 88 , 87 )",88
"87권의 공책을 사려고 한다. 서로 다른 88권의 공책이 있다고 할 때, 살 수 있는 방법의 수를 구하여라.","math.comb( 88 , 87 )",88
11명의 학생들이 한 줄로 줄을 섰습니다. 지민이의 뒤에 3명의 학생들이 서 있습니다. 지민이의 앞에 서 있는 학생은 몇 명입니까?,( 11 - 3 - 1 ),7
"11명의 학생들이 한 줄로 줄을 섰을 때, 지민이의 뒤에 3명의 학생들이 서 있습니다. 지민이의 앞에 서 있는 학생은 몇 명입니까?",( 11 - 3 - 1 ),7
"11명의 학생들이 한 줄로 줄을 섰습니다. 지민이의 뒤에 3명의 학생들이 서 있다고 할 때, 지민이의 앞에 서 있는 학생은 몇 명입니까?",( 11 - 3 - 1 ),7
"지민이의 뒤에 3명의 학생들이 서 있습니다. 11명의 학생들이 한 줄로 줄을 서있다고 할 때, 지민이의 앞에 서 있는 학생은 몇 명입니까?",( 11 - 3 - 1 ),7
지민이의 뒤에 3명의 학생들이 서 있고 11명의 학생들이 한 줄로 줄을 섰습니다. 지민이의 앞에 서 있는 학생은 몇 명입니까?,( 11 - 3 - 1 ),7
키가 큰 사람부터 순서대로 4명이 한 줄로 서 있습니다. 남준이가 앞에서부터 3 번째에 서 있습니다. 키가 작은 사람부터 순서대로 다시 줄을 서면 남준이는 앞에서부터 몇 번째에 서게 됩니까?,4 + 1 - 3,2
"키가 큰 사람부터 순서대로 4명이 한 줄로 서 있는데, 남준이가 앞에서부터 3 번째에 서 있습니다. 키가 작은 사람부터 순서대로 다시 줄을 서면 남준이는 앞에서부터 몇 번째에 서게 됩니까?",4 + 1 - 3,2
"키가 큰 사람부터 순서대로 4명이 한 줄로 서 있는데, 키가 작은 사람부터 순서대로 다시 줄을 서려고 합니다. 처음에 남준이가 앞에서부터 3 번째에 서 있었을 때, 남준이는 앞에서부터 몇 번째에 서게 됩니까?",4 + 1 - 3,2
남준이가 앞에서부터 3 번째에 서 있고 키가 큰 사람부터 순서대로 4명이 한 줄로 섰습니다. 키가 작은 사람부터 순서대로 다시 줄을 서면 남준이는 앞에서부터 몇 번째에 서게 됩니까?,4 + 1 - 3,2
"남준이가 앞에서부터 3 번째에 서 있습니다. 키가 큰 사람부터 순서대로 4명이 한 줄로 섰다고 할 때, 키가 작은 사람부터 순서대로 다시 줄을 서면 남준이는 앞에서부터 몇 번째에 서게 됩니까?",4 + 1 - 3,2
정국이와 지민이가 은행에서 저금을 하기 위해 번호표를 뽑아서 기다리고 있습니다. 정국이가 가진 번호표는 374번이고 지민이가 가진 번호표는 369번입니다. 누가 나중에 저금을 할 수 있을까요?,'정국' if 374 > 369 else '지민',정국
"정국이와 지민이가 은행에서 저금을 하기 위해 번호표를 뽑아서 기다리고 있을 때, 정국이가 가진 번호표는 374번이고 지민이가 가진 번호표는 369번입니다. 누가 나중에 저금을 할 수 있을까요?",'정국' if 374 > 369 else '지민',정국
은행에서 정국이가 가진 번호표는 374번이고 지민이가 가진 번호표는 369번입니다. 누가 나중에 저금을 할 수 있을까요?,'정국' if 374 > 369 else '지민',정국
은행에서 정국이가 가진 번호표는 374번이고 지민이가 가진 번호표는 369번입니다. 누가 먼저 저금을 할 수 있을까요?,'정국' if 374 < 369 else '지민',지민
"은행에서 정국이가 374번 번호표를 가지고 있습니다. 지민이는 369번 번호표를 가지고 있다고 할 때, 누가 먼저 저금을 할 수 있을까요?",'정국' if 374 < 369 else '지민',지민
