Question,Equation,answer
정국이는 바둑돌을 70개 가지고 있습니다. 바둑돌을 한 통에 10개씩 담았다면 통에 들어가지 않고 남은 바둑돌의 개수는 얼마인가요?,70 % 10,0
정국이는 바둑돌을 70개 가지고 있습니다. 바둑돌을 한 통에 10개씩 담았다면 통에 들어있는 바둑돌의 수는 얼마인가요?,70 // 10 * 10,70
정국이는 바둑돌을 70개 가지고 있습니다. 바둑돌을 한 통에 10개씩 담았다면 바둑돌이 들어있는 통의 개수는 얼마인가요?,70 // 10,7
정국이는 바둑돌을 한 통에 10개씩 담았습니다. 통이 7개 있다면 바둑돌을 총 몇 개 있나요?,10 * 7,70
"닭장에 암탉이 20마리, 수탉이 9마리 있습니다. 닭장에 있는 닭은 모두 몇 마리일까요?",20 + 9,29
"닭장에 암탉이 20마리, 수탉이 9마리 있습니다. 암탉은 수탉보다 얼마나 더 많나요?",20 - 9,11
"닭장에 암탉이 20마리, 수탉이 9마리 있습니다. 닭장에서 수탉이 5마리 나갔다면 닭장에서 수탉은 모두 몇 마리일까요?",9 - 5,4
"닭장에 수탉이 9마리, 암탉이 20마리 있습니다. 닭장에 있는 닭은 모두 몇 마리일까요?",9 + 20,29
"닭장에 암탉이 20마리, 수탉이 9마리 있습니다. 수탉 2마리가 닭장에 더 들어왔다면 닭장에 있는 암탉은 모두 몇 마리일까요?",20,20
운동장에 학생이 21명 있습니다. 잠시 후 학생 4명이 더 왔습니다. 운동장에 있는 학생은 모두 몇 명일까요?,21 + 4,25
운동장에 학생이 21명 있습니다. 잠시 후 학생 4명이 교실로 들어갔습니다. 운동장에 있는 학생은 모두 몇 명일까요?,21 - 4,17
운동장에 학생이 21명 있습니다. 교실에는 학생이 5명 있습니다. 잠시 후 교실에 있는 학생 4명이 운동장에 왔습니다. 운동장에 있는 학생은 모두 몇 명일까요?,21 + 4,25
운동장에 학생이 21명 있습니다. 교실에는 학생이 5명 있습니다. 잠시 후 교실에 있는 학생 4명이 운동장에 왔습니다. 교실에 있는 학생은 모두 몇 명일까요?,5 - 4,1
운동장에 학생이 21명 있습니다. 잠시 후 학생 4명이 더 왔습니다. 선생님 1명이 운동장에 왔다면 운동장에 있는 학생은 모두 몇 명일까요?,21 + 4,25
"운동장에 학생이 25명이 있었는데, 잠시 후 학생 3명이 교실로 들어갔습니다. 운동장에 있는 학생은 모두 몇 명일까요?",25 - 3,22
"운동장에 학생이 25명이 있었는데, 잠시 후 학생 3명이 더 왔습니다. 운동장에 있는 학생은 모두 몇 명일까요?",25 + 3,28
"운동장에 학생이 25명이 있었는데, 잠시 후 학생 3명이 교실로 들어갔습니다. 교실에는 학생이 5명 있다면 운동장에 있는 학생은 모두 몇 명일까요?",25 - 3,22
"운동장에 학생이 25명이 있었는데, 잠시 후 학생 3명이 교실로 들어갔습니다. 선생님 1명이 운동장에 왔다면 운동장에 있는 학생은 모두 몇 명일까요?",25 - 3,22
"운동장에 학생이 25명이 있었는데, 잠시 후 학생 3명이 교실로 들어갔습니다. 교실에는 원래 학생 5명이 있었다면 교실에 있는 학생은 모두 몇 명일까요?",3 + 5,8
윗몸 일으키기를 호석이는 20번 하였고 유나는 10번 하였습니다. 호석이와 유나가 한 윗몸일으키기는 모두 몇 번일까요?,20 + 10,30
윗몸 일으키기를 호석이는 20번 하였고 유나는 10번 하였습니다. 호석이는 유나보다 얼마나 더 많이 윗몸일으키기를 했나요?,20 - 10,10
윗몸 일으키기를 호석이는 10번 하였고 유나는 20번 하였습니다. 유나는 효석이보다 얼마나 더 윗몸 일으키기를 많이 했나요?,20 - 10,10
윗몸 일으키기를 호석이는 20번 하였고 유나는 10번 하였습니다. 호석이와 유나 중 누가 더 많이 했나요?,'효석' if 20 > 10 else '유나',효석
윗몸 일으키기를 호석이는 20번 하였고 유나는 10번 하였습니다. 호석이와 유나 중 누가 더 적게 했나요?,'효석' if 20 < 10 else '유나',유나
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 많이 가지고 있습니다. 은지가 가지고 있는 색종이는 몇 장일까요?,32 + 17,49
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 많이 가지고 있습니다. 은지와 태형이가 가지고 있는 색종이는 몇 장일까요?,2 * 32 + 17,81
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 많이 가지고 있습니다. 태형이가 가지고 있는 색종이는 몇 장일까요?,32,32
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 많이 가지고 있습니다. 태형이가 은지에게 색종이 2장을 더 줬다면 은지가 가지고 있는 색종이는 몇 장일까요?,32 + 17 + 2,51
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 많이 가지고 있습니다. 은지가 태형이에게 2장을 줬다면 은지가 가지고 있는 색종이는 몇 장일까요?,32 + 17 - 2,47
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 은지가 가지고 있는 색종이는 몇 장일까요?,32 - 17,15
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 태형이와 은지가 가지고 있는 색종이는 몇 장일까요?,2 * 32 - 17,47
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 은지가 태형이에게 2장을 더 줬다면 은지가 가지고 있는 색종이는 몇 장일까요?,32 - 17 - 2,13
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 태형이가 은지에게 2장을 더 줬다면 은지가 가지고 있는 색종이는 몇 장일까요?,32 - 17 + 2,17
색종이를 태형이는 32장 가지고 있고 은지는 태형이보다 17장 더 적게 가지고 있습니다. 태형이가가 가지고 있는 색종이는 몇 장일까요?,32,32
지민이는 초콜릿을 35개 가지고 있습니다. 그중에서 4개를 동생에게 주었습니다. 지민이에게 남은 초콜릿은 몇 개일까요?,35 - 4,31
지민이는 초콜릿을 35개 가지고 있습니다. 동생이 초콜릿 4개를 지민이에게 주었습니다. 지민이가 가진 초콜릿은 몇 개일까요?,35 + 4,39
지민이는 초콜릿을 35개 가지고 있습니다. 그중에서 4개를 동생에게 주었습니다. 동생은 지금 초콜릿 11개를 가지고 있다면 지민이에게 남은 초콜릿은 몇 개일까요?,35 - 4,31
지민이는 초콜릿을 35개 가지고 있습니다. 그중에서 4개를 동생에게 주고 언니에게서 5개를 받았습니다. 지민이에게 남은 초콜릿은 몇 개일까요?,35 - 4 + 5,36
지민이는 가진 초콜릿을 35개 중에서 4개를 동생에게 주었습니다. 지민이가 가진 초콜릿은 현재 몇 개일까요?,35 - 4,31
"석진이는 꽃집에서 장미를 4송이, 백합을 3송이 샀습니다. 석진이는 장미를 백합보다 몇 송이 더 많이 샀을까요?",4 - 3,1
"석진이는 꽃집에서 장미를 4송이, 백합을 3송이 샀습니다. 석진이가 꽃집에서 산 꽃은 몇 개인가요?",4 + 3,7
"석진이는 꽃집에서 장미를 4송이, 백합을 3송이 샀습니다. 석진이는 장미와 백합 중 어떤 것을 더 많이 샀나요?",'장미' if 4 > 3 else '백합',장미
"석진이는 꽃집에서 장미를 4송이, 백합을 3송이 샀습니다. 석진이가 산 장미와 백합의 차는 얼마인가요?",abs( 4 - 3 ),1
"석진이는 꽃집에서 튤립을 5송이, 장미를 4송이, 백합을 3송이 샀습니다. 석진이는 장미를 백합보다 몇 송이 더 많이 샀을까요?",4 - 3,1
공원에 입장한 50명 중에서 남자가 30명입니다. 공원에 입장한 여자는 몇 명일까요?,50 - 30,20
공원에 입장한 50명 중에서 여자가 30명입니다. 공원에 입장한 남자는 몇 명일까요?,50 - 30,20
공원에 입장한 50명 중에서 남자가 30명입니다. 공원에 입장한 여자 중 5명이 공원에서 나갔다면 남아있는 여자는 몇 명일까요?,50 - 30 - 5,15
"공원에 입장한 남자가 30명, 여자가 20명입니다. 공원에 입장한 사람은 몇 명일까요?",30 + 20,50
공원에 입장한 50명 중에서 남자가 30명입니다. 잠시 후 남자 5명이 더 입장했다면 공원에 입장한 여자는 몇 명일까요?,50 - 30,20
"과수원에 사과나무가 43그루, 배나무가 64그루 있습니다. 배나무는 사과나무보다 몇 그루 더 많을까요?",64 - 43,21
"과수원에 사과나무가 43그루, 배나무가 64그루 있습니다. 사과나무는 배나무보다 몇 그루 더 적을까요?",64 - 43,21
"과수원에 사과나무가 43그루, 배나무가 64그루 있습니다. 과수원에 나무는 몇 그루 있나요?",43 + 64,107
"과수원에 사과나무가 43그루, 배나무가 64그루 있습니다. 과수원에 사과나무를 5그루를 더 들여왔다면 배나무는 사과나무보다 몇 그루 더 많을까요?",64 - 43 - 5,16
"과수원에 사과나무가 43그루, 배나무가 64그루 있습니다. 배나무와 사과나무 중 어떤 나무가 더 많나요?",'배나무' if 64 > 43 else '사과나무',배나무
"빵집에 단팥빵이 36개 있고, 크림빵은 단팥빵보다 15개 더 적게 있습니다. 빵집에 있는 단팥빵과 크림빵은 모두 몇 개일까요?",36 + 36 - 15,57
"빵집에 단팥빵이 36개 있고, 크림빵은 단팥빵보다 15개 더 적게 있습니다. 빵집에 있는 크림빵은 모두 몇 개일까요?",36 - 15,21
"빵집에 단팥빵이 36개 있고, 크림빵은 단팥빵보다 15개 더 적게 있습니다. 빵집에 있는 크림빵과 단팥빵은 모두 몇 개일까요?",36 + 36 - 15,57
"빵집에 단팥빵이 36개 있고, 크림빵은 단팥빵보다 15개 더 많이 있습니다. 빵집에 있는 단팥빵과 크림빵은 모두 몇 개일까요?",36 + 36 + 15,87
"빵집에 단팥빵이 36개 있고, 크림빵은 단팥빵보다 15개 더 적게 있습니다. 빵집에 있는 단팥빵은 모두 몇 개일까요?",36,36
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에 있는 감자와 당근은 모두 몇 개일까요?,31 + 31 + 10,72
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에 있는 당근과 감자는 모두 몇 개일까요?,31 + 31 + 10,72
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 적게 있습니다. 텃밭에 있는 감자와 당근은 모두 몇 개일까요?,31 + 31 - 10,52
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에 있는 야채는 모두 몇 개일까요?,31 + 31 + 10,72
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에서 감자 5개를 더 캤다면 텃밭에 있는 감자와 당근은 모두 몇 개일까요?,31 + 31 + 10 + 5,77
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에 있는 당근은 몇 개일까요?,31 + 10,41
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 텃밭에 있는 감자는 몇 개일까요?,31,31
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 적게 있습니다. 텃밭에 있는 당근은 몇 개일까요?,31 - 10,21
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 당근 5개를 창고로 가져갔다면 텃밭에 있는 당근은 몇 개일까요?,31 + 10 - 5,36
텃밭에 감자가 31개 있고 당근은 감자보다 10개 더 많이 있습니다. 감자 3개를 창고로 가져갔다면 텃밭에 있는 당근은 몇 개일까요?,31 + 10,41
냉장고에 들어 있는 흰색 달걀 5개와 갈색 달걀 24개 중에서 12개를 먹었습니다. 냉장고에 남아있는 달걀은 몇 개인가요?,5 + 24 - 12,17
냉장고에 들어 있는 흰색 달걀 5개와 갈색 달걀 24개 중에서 갈색 달걀 12개를 먹었습니다. 냉장고에 남아있는 갈색 달걀은 몇 개인가요?,24 - 12,12
냉장고에 들어 있는 흰색 달걀 5개와 갈색 달걀 24개 중에서 흰색 달걀 3개를 먹었습니다. 냉장고에 남아있는 흰색 달걀은 몇 개인가요?,5 - 3,2
냉장고에 들어 있는 흰색 달걀 5개와 갈색 달걀 24개 중에서 12개를 먹었습니다. 오늘 달걀 3개를 더 먹었다면 냉장고에 남아있는 달걀은 몇 개인가요?,5 + 24 - 12 - 3,14
냉장고에 들어 있는 흰색 달걀 5개와 갈색 달걀 24개 중에서 12개를 먹었습니다. 흰색 달걀을 5개 먹었다면 냉장고에 남아있는 갈색 달걀은 몇 개인가요?,24 - ( 12 - 5 ),17
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄습니다. 남준이가 어제와 오늘 딴 사과는 모두 몇 개일까요?,52 + 31,83
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄습니다. 어제와 오늘 중 남준이가 딴 사과는 언제가 더 많나요?,'어제' if 52 > 31 else '오늘','어제'
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄습니다. 남준이가 어제 딴 사과는 오늘 딴 사과보다 얼마나 더 많나요?,52 - 31,21
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄다면 남준이가 딴 사과는 모두 몇 개일까요?,52 + 31,83
남준이는 과수원에서 사과를 오늘 31개 땄고 어제는 52개 땄습니다. 남준이가 어제와 오늘 딴 사과는 모두 몇 개일까요?,31 + 52,83
남준이는 과수원에서 사과를 어제는 31개 땄고 오늘은 52개 땄습니다. 남준이는 사과를 어제보다 오늘 얼마나 더 많이 땄을까요?,abs( 31 - 52 ),21
남준이는 과수원에서 사과를 어제는 52개 땄고 오늘은 31개 땄습니다. 남준이는 사과를 오늘보다 어제 얼마나 더 많이 땄을까요?,52 - 31,21
남준이는 과수원에서 사과를 어제는 31개 땄고 오늘은 52개 땄습니다. 남준이는 사과를 오늘보다 어제 얼마나 더 적게 땄을까요?,abs( 31 - 52 ),21
남준이는 과수원에서 사과를 어제는 31개 땄고 오늘은 52개 땄습니다. 남준이는 사과를 어제보다 오늘 얼마나 더 많이 땄을까요?,abs( 31 - 52 ),21
남준이는 과수원에서 사과를 어제는 31개 땄고 오늘은 52개 땄습니다. 남준이가 오늘과 어제 딴 사과는 몇 개 인가요?,31 + 52,83
"윤기는 연필을 28자루, 색연필을 13자루 가지고 있습니다. 연필이 색연필보다 몇 자루 더 많을까요?",abs( 28 - 13 ),15
"윤기는 연필을 28자루, 색연필을 13자루 가지고 있습니다. 연필과 색연필의 차는 얼마인가요?",abs( 28 - 13 ),15
"윤기는 연필을 28자루, 색연필을 13자루 가지고 있습니다. 연필과 색연필의 갯수는 총 몇 개 인가요?",28 + 13,41
"윤기는 색연필을 13자루, 연필을 28자루 가지고 있습니다. 색연필이 연필보다 몇 자루 더 적을까요?",abs( 28 - 13 ),15
"윤기는 연필을 28자루, 색연필을 13자루 가지고 있습니다. 연필과 색연필 중 어느 것이 더 많나요?",'연필' if 28 > 13 else '색연필',연필
채소 가게에 고구마가 80개 있습니다. 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았습니다. 남은 고구마는 몇 개일까요?,80 - 10 * 3,50
채소 가게에 고구마가 80개 있습니다. 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았습니다. 팔은 고구마는 몇 개일까요?,10 * 3,30
"채소 가게에 고구마가 80개, 토마토가 30개 있습니다. 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았습니다. 남은 고구마는 몇 개일까요?",80 - 10 * 3,50
채소 가게에 고구마가 80개 있습니다. 고구마를 한 봉지에 10개씩 담아 팔아서 고구마 50개가 남았다면 몇 봉지를 팔았나요?,( 80 - 50 ) / 10,3
채소 가게에 고구마를 한 봉지에 10개씩 담아 3봉지를 팔았더니 고구마 50개가 남았습니다. 고구마는 원래 몇 개 였었나요?,10 * 3 + 50,80
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 많이 모았고, 은지는 유정이보다 7개 더 적게 모았습니다. 은지가 모은 구슬은 몇 개일까요?",43 + 5 - 7,41
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 많이 모았고, 은지는 유정이보다 7개 더 적게 모았습니다. 유정이가 모은 구슬은 몇 개일까요?",43 + 5,48
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 적게 모았고, 은지는 유정이보다 7개 더 많이 모았습니다. 은지가 모은 구슬은 몇 개일까요?",43 - 5 + 7,45
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 많이 모았고, 은지는 유정이보다 7개 더 적게 모았습니다. 민영이가 모은 구슬은 몇 개일까요?",43,43
"민영이는 구슬을 43개 모았습니다. 유정이는 민영이보다 5개 더 많이 모았고, 은지는 민영이보다 7개 더 적게 모았습니다. 은지가 모은 구슬은 몇 개일까요?",43 - 7,36
"마트에 딸기 맛 요구르트가 50병, 포도 맛 요구르트가 40병 있습니다. 한 상자에 요구르트를 10병씩 담으려고 합니다. 상자는 모두 몇 개가 필요할까요?",( 50 + 40 ) // 10,9
"마트에 딸기 맛 요구르트가 50병, 포도 맛 요구르트가 40병 있습니다. 한 상자에 요구르트를 10병씩 담으려고 합니다. 상자에 담지 못한 요구르트는 몇 개일까요?",( 50 + 40 ) % 10,0
"마트에 딸기 맛 요구르트가 50병, 포도 맛 요구르트가 40병 있습니다. 9상자에 요구르트를 골고루 나누었다면 한 상자에 몇 개씩 나누었나요?",( 50 + 40 ) / 9,10
"마트에 포도 맛 요구르트가 40병, 딸기 맛 요구르트가 50병 있습니다. 한 상자에 요구르트를 10병씩 담으려고 합니다. 상자는 모두 몇 개가 필요할까요?",( 40 + 50 ) // 10,9
"마트에 딸기 맛 요구르트가 50병, 포도 맛 요구르트가 40병 있습니다. 한 상자에 요구르트를 10병씩 담았다면 요구르트가 담긴 상자는 몇 개인가요?",( 50 + 40 ) // 10,9
한 봉지에 40개씩 들어 있는 젤리가 2봉지 있습니다. 그중에서 50개를 먹었습니다. 남은 젤리는 몇 개일까요?,40 * 2 - 50,30
한 봉지에 40개씩 들어 있는 젤리가 2봉지 있습니다. 2봉지를 더 사왔다면 젤리는 몇 개일까요?,40 * ( 2 + 2 ),160
한 봉지에 40개씩 들어 있는 젤리가 2봉지 있습니다. 젤리 50개를 더 구해왔다면 젤리는 몇 개일까요?,40 * 2 + 50,130
한 봉지에 40개씩 들어 있는 젤리가 2봉지 있습니다. 그 중에서 몇 개를 먹었더니 30개가 남았습니다. 먹은 젤리는 몇 개일까요?,40 * 2 - 30,50
한 봉지에 40개씩 들어 있는 젤리가 2봉지를 열어서 젤리 50개를 먹었습니다. 남아있는 젤리는 몇 개일까요?,40 * 2 - 50,30
"꽃병에 빨간색 장미가 2송이, 분홍색 장미가 1송이, 흰색 장미가 2송이 꽃혀 있습니다. 꽃병에 꽂혀 있는 장미는 모두 몇 송이일까요?",2 + 1 + 2,5
"꽃병에 빨간색 장미가 2송이, 분홍색 장미가 1송이, 흰색 장미가 2송이 꽃혀 있습니다. 어떤 색의 장미가 가장 적게 꽂혀 있나요?",'빨간색' if 2 < 1 and 2 < 2 else '분홍색' if 1 < 2 else '흰색',흰색
"꽃병에 빨간색 장미가 2송이, 분홍색 장미가 1송이, 흰색 장미가 2송이 꽃혀 있습니다. 꽃병에 꽂혀 있는 흰색 장미는 모두 몇 송이일까요?",2,2
"꽃병에 빨간색 장미가 2송이, 분홍색 장미가 1송이, 흰색 장미가 2송이 꽃혀 있습니다. 꽃병에 분홍색 장미를 2개 더 꽂았다면 꽃병에 꽂혀 있는 장미는 모두 몇 송이일까요?",2 + 1 + 2 + 2,7
"꽃병에 빨간색 장미가 2송이, 분홍색 장미가 1송이, 흰색 장미가 2송이 꽃혀 있습니다. 꽃병에서 빨간색 장미 1송이를 가져갔다면 꽃병에 꽂혀 있는 장미는 모두 몇 송이일까요?",2 + 1 + 2,4
"정국이와 할아버지는 1층에서 엘리베이터를 탔습니다. 할아버지는 3층 더 올라가서 내리셨고, 정국이는 할아버지보다 5층 더 올라가서 내렸습니다. 정국이는 몇 층에서 내렸을까요?",1 + 3 + 5,9
"정국이와 할아버지는 1층에서 엘리베이터를 탔습니다. 할아버지는 3층 더 올라가서 내리셨고, 정국이는 할아버지보다 5층 더 올라가서 내렸습니다. 할아버지는 몇 층에서 내렸을까요?",1 + 3,4
"정국이와 할아버지는 10층에서 엘리베이터를 탔습니다. 할아버지는 3층 더 올라가서 내리셨고, 정국이는 할아버지보다 5층 더 올라가서 내렸습니다. 정국이는 몇 층에서 내렸을까요?",10 - 3 - 5,2
"정국이와 할아버지는 10층에서 엘리베이터를 탔습니다. 할아버지는 3층 더 올라가서 내리셨고, 정국이는 할아버지보다 5층 더 올라가서 내렸습니다. 할아버지는 몇 층에서 내렸을까요?",10 - 3,7
"정국이와 할아버지는 1층에서 엘리베이터를 탔습니다. 정국이는 3층 더 올라가서 내리셨고, 할아버지는 정국이보다 5층 더 올라가서 내렸습니다. 할아버지는 몇 층에서 내렸을까요?",1 + 3 + 5,9
"버스에 7명이 타고 있었습니다. 슈퍼마켓 앞에서 2명이 내리고, 우체국 앞에서 3명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?",7 - 2 - 3,2
"버스에 7명이 타고 있었습니다. 슈퍼마켓 앞에서 2명이 내리고, 우체국 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",7 - 2 + 3,8
"버스에 7명이 타고 있었습니다. 슈퍼마켓 앞에서 2명이 타고, 우체국 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",7 + 2 + 3,12
"버스에 7명이 타고 있었습니다. 슈퍼마켓 앞에서 2명이 타고, 우체국 앞에서 3명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?",7 + 2 - 3,6
버스에 7명이 타고 있었습니다. 우체국 앞에서 3명이 타고 슈퍼마켓 앞에서 2명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?,7 + 3 - 2,8
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 타고, 수영장 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 + 2 + 3,8
"버스에 3명이 타고 있었습니다. 학교 앞에서 2명이 타고, 기숙사 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 + 2 + 3,8
"버스에 3명이 타고 있었습니다. 수영장 앞에서 3명이 타고, 서점 앞에서 2명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 + 3 + 2,8
"버스에 3명이 타고 있었습니다. 수영장 앞에서 3명이 타고, 서점 앞에서 몇 명이 탔더니 버스에 8명이 있습니다. 서점 앞에서 몇 명이 버스에 탔나요?",8 - ( 3 + 3 ),2
"버스에 3명이 타고 있었습니다. 수영장 앞에서 몇 명이 타고, 서점 앞에서 2명이 탔더니 버스에 8명이 있습니다. 수영장 앞에서 몇 명이 버스에 탔나요?",8 - ( 3 + 2 ),3
버스에 3명이 타고 있었습니다. 수영장 앞에서 3명이 타고 서점 앞에서 2명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?,3 + 3 - 2,4
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 타고, 수영장 앞에서 3명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?",3 + 2 - 3,2
버스에 3명이 타고 있었습니다. 기숙사 앞에서 3명이 타고 학교 앞에서 2명이 내렸습니다. 버스에 남은 사람은 몇 명일가요?,3 + 3 - 2,4
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 타고, 수영장 앞에서 몇 명이 내렸더니 버스에 2명 남았습니다. 수영장 앞에서 내린 사람은 몇 명일까요?",3 + 2 - 2,3
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 타고, 수영장 앞에서 몇 명이 내렸더니 버스에 2명 남았습니다. 수영장 앞에서 내린 사람은 몇 명일까요?",3 + 2 - 2,3
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 내리고, 수영장 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 - 2 + 3,4
"버스에 3명이 타고 있었습니다. 기숙사 앞에서 2명이 내리고, 학교 앞에서 3명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 - 2 + 3,4
"버스에 3명이 타고 있었습니다. 수영장 앞에서 3명이 내리고, 서점 앞에서 2명이 탔습니다. 버스에 남은 사람은 몇 명일가요?",3 - 3 + 2,2
"버스에 3명이 타고 있었습니다. 서점 앞에서 2명이 내리고, 수영장 앞에서 몇 명이 탔더니 버스에 4명이 남았습니다. 수영장 앞에서 버스에 탄 사람은 몇 명인가요?",4 + 2 - 3,3
"버스에 3명이 타고 있었습니다. 서점 앞에서 몇 명이 내리고, 수영장 앞에서 3명이 탔더니 버스에 4명이 남았습니다. 서점 앞에서 버스에 탄 사람은 몇 명인가요?",3 + 3 - 4,2
지민이는 지금까지 장애물 9개를 뛰어넘었습니다. 지민이가 6개를 더 뛰어넘으면 모두 몇 개를 뛰어넘은 것일까요?,9 + 6,15
지민이는 지금까지 장애물 9개를 뛰어넘었습니다. 윤기는 장애물을 6개 뛰어넘었다면 지민이는 모두 몇 개를 뛰어넘은 것일까요?,9,9
지민이는 지금까지 장애물 9개를 뛰어넘었습니다. 장애물이 총 15개 있다면 지민이가 뛰어넘어야 할 장애물은 몇 개 일까요?,15 - 9,6
지민이는 지금까지 장애물 9개를 뛰어넘었고 앞으로 6개를 더 뛰어넘는다면 총 몇 개를 뛰어넘은 것일까요?,9 + 6,15
지민이는 지금까지 장애물 9개를 뛰어넘었습니다. 지민이가 6개를 더 뛰어넘으려다 3개만 뛰어넘고 그만두었다면 모두 몇 개를 뛰어넘은 것일까요?,9 + 3,12
석진이는 동화책을 8권 가지고 있었습니다. 친구에게 동화책 2권을 더 받았다면 석진이가 가지고 있는 동화책은 모두 몇 권일가요?,8 + 2,10
석진이는 동화책을 8권 가지고 있었습니다. 친구에게 동화책 2권을 주었다면 석진이가 가지고 있는 동화책은 모두 몇 권일가요?,8 - 2,6
석진이는 동화책을 8권 가지고 있었습니다. 친구에게 동화책 2권을 더 받았습니다. 친구는 동화책을 5장 가지고 있다면 석진이가 가지고 있는 동화책은 모두 몇 권일가요?,8 + 2,10
석진이는 동화책을 8권 가지고 있었습니다. 친구에게 동화책 2권을 더 받았고 선생님한테 5권을 주었다면 석진이가 가지고 있는 동화책은 모두 몇 권일가요?,8 + 2 - 5,5
석진이는 동화책을 8권 가지고 있습니다. 이 중 2권이 친구에게서 받은 책이라면 원래 석진이가 가지고 있던 동화책은 모두 몇 권일가요?,8 - 2,6
밤이 10개 있습니다. 태형이가 밤을 2개 먹으면 밤은 몇 개 남을까요?,10 - 2,8
밤이 10개 있습니다. 태형이가 밤을 2개 더 주웠다면 밤은 몇 개일까요?,10 + 2,12
밤이 10개 있습니다. 태형이가 밤을 2개 먹고 동생이 3개 먹었다면 밤은 몇 개 남을까요?,10 - 2 - 3,5
밤이 10개 있습니다. 태형이가 밤을 2개 먹고 동생이 3개 주워왔다면 밤은 몇 개 남을까요?,10 - 2 + 3,11
밤이 10개 중 태형이가 밤을 2개 먹으면 밤은 몇 개 남을까요?,10 - 2,8
"남준이는 빨간색 색연필 7자루, 파란색 색연필 3자루, 보라색 색연필 1자루를 가지고 있습니다. 남준이가 가지고 있는 색연필은 모두 몇 자루일까요?",7 + 3 + 1,11
"남준이는 빨간색 색연필 7자루, 파란색 색연필 3자루, 보라색 색연필 1자루를 가지고 있습니다. 가장 많은 색연필과 가장 적은 색연필의 차는 얼마인가요?","max( 7 , 3 , 1 ) - min( 7 , 3 , 1 ) ",6
"남준이는 빨간색 색연필 7자루, 파란색 색연필 3자루, 보라색 색연필 1자루를 가지고 있습니다. 남준이가 가지고 있는 보라색 색연필은 모두 몇 자루일까요?",1,1
"남준이는 빨간색 색연필 7자루, 파란색 색연필 3자루, 보라색 색연필 1자루를 가지고 있습니다. 남준이가 가지고 있는 파란색 색연필과 보라색 색연필은 모두 몇 자루일까요?",3 + 1,4
